UID,Good_Bad,CUSTOMER_PROFILE_CODE,LOCATIONNAME,VEHICLEMODEL,ASSETCOST,LOANAMOUNT,EMI,TENURE,ADDRESSCONFIRMED,DESIGNATION,RESIDENCETYPE,NOOFYEARSINSAMECITY,RESIDENCESTABILITY,RESIDENCELOCALITY,BUSINESSCATEGORY,BUSINESSMARGINGROSS,INCOMEEMPLOYMENT,STABILITYINBUSINESS,STABILITYCONFIRMED,STABILTIYCONFIRMEDTHRU,ISFAMILYINVOLVED,OFFICETYPE,MONTHLYTURNOVER,STOCKVALUEINHAND,BUSINESSMARGINNET,NOOFEMPLOYEES,NAMEBOARDSEEN,OFFICELOCALITY,ISRESIDENCECOMEOFFICE,ENDUSEOFLOAN,ENDUSEOFASSET,ASSETLOCATION,NEIGHBOURREF,POLITICALLINK,PROFESSIONTYPE,CURRENTBUSINESSSTABILITY,APPLICANTDESIGNATION,ASSETREGMONTH,ASSETREGYEAR,LANDOWNERSHIP,IRRIGATIONSOURCE,CROPSCULTIVATED,DISTFROMSCELOCATION,DISTFROMDEALERLOCATION,IMGCONFIRM,TOTALEXPENSEPERMONTH,NETINCOMEPERMONTH,FOIR
5760,Bad,PROF176,VISAKHAPATNAM,TOYOTA INNOVA 2.5 G1 DIESEL 2010,450000,404250,14767,36,Y,SELF,O,35,35,3,PR006,0,100000,10,Y,1,Y,O,0,0,0,4,N,1,Y,ASSET TO BE USED BY APPLICANT,1,VIZAG,POSITIVE,N,SEP,10,PROPRIETOR,,0,,,,0,0,Y,25000,75000,20
5761,Good,PROF210,CHENNAI I,MAHINDRA QUANTO C8 DIESEL 2013,800000,350000,9331,60,Y,APPLICANT,R,15,2,3,PR005,0,135000,13,Y,5,N,R,0,0,0,8,N,2,N,APPLICANT FAMILY USE,1,CHENNAI,POSITIVE,N,SEP,13,PROPREITOR,,0,,,,0,0,Y,0,135000,7
5762,Good,PROF335,PONDICHERRY ,SKODA FABIA ELEGANCE 1.2 MPI PETROL 2011,300000,200000,7306,36,Y,APPLICANT,O,20,1,3,PR006,0,63000,5,N,,N,O,0,0,0,0,Y,1,N,PERSONEL USE,1,CUDDALORE,POSITIVE,N,SEP,5,SELF,,0,,,,0,0,Y,25000,38000,19
5763,Good,PROF371,BHOPAL,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2011,450000,354250,8857,60,Y,SELF,O,30,2,3,PR005,0,40000,2,N,,N,R,40000,0,0,0,Y,2,N,VEHICLE IS FOR PERSONAL USE.,1,BHOPAL ,POSITIVE,N,SEP,2,PROPRIETOR ,,0,,,,0,0,Y,0,40000,22
5764,Good,PROF096,VISAKHAPATNAM,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2009,300000,204250,7800,36,Y,APPLICANT,O,20,15,3,PR007,0,36000,15,Y,5,Y,O,0,0,0,2,N,1,N,ASSET TO BE USED BY APPLICANT,1,VIZAG,POSITIVE,N,AGR,10,FARMER,,0,,,,0,0,Y,0,36000,22
5765,Bad,PROF245,TIRUPATHI,TATA INDICA VISTA LS QUADRAJET DIESEL 2012,350000,294250,10871,36,Y,APPLICANT,O,25,20,3,PR006,0,40000,10,N,5,N,O,0,0,0,0,Y,1,N,APPLICANT,1,KALIKIRI,POSITIVE,N,SEP,10,OWNER,,0,,,,0,0,Y,0,40000,27
5766,Good,PROF379,TRICHY ,TATA INDICA V2 LS DIESEL 2013,430000,234250,12084,24,Y,APPLICANT ,R,32,1,3,PR004,30,35000,15,Y,5,Y,O,180000,25000,20,3,N,1,N, VEHICLES USED FOR TRAVELS AND FAMILY USE ,1,T V KOVIL,POSITIVE,N,SEP,10,PROPREITOR ,,0,,,,0,0,Y,3500,31500,38
5767,Good,PROF107,SALEM,MARUTI SUZUKI ALTO LXI PETROL 2012,300000,250000,9195,36,Y,APPLICANT ,O,15,3,3,PR006,0,65000,15,Y,5,N,O,80000,50000,0,0,N,1,Y,APPLICANT ,1,ANIYAPURAM,POSITIVE,N,SEP,10,AGENT AND AD PROMOTION,,0,,,,0,0,Y,25383,39617,23
5768,Good,PROF235,INDORE ,TOYOTA INNOVA 2.5 G 7 STR BS III DIESEL 2012,1100000,898500,32446,36,Y,SELF,O,20,20,3,PR005,70,500000,15,Y,5,Y,O,100000,200000,60,5,Y,2,N,BUSINESS EXPANSION,1,INDORE,POSITIVE,N,SEP,15,PROPRITER,,0,,,,0,0,Y,,,NA
5769,Good,PROF258,TRICHY ,HYUNDAI I10 MAGNA 1.2 PETROL 2011,500000,204250,19023,12,Y,APPLICANT ,O,57,3,3,PR005,30,280000,9,Y,5,N,O,800000,100000,20,15,Y,1,N,FAMILY USE ,1,PONNAMARAVATHY,POSITIVE,N,SEP,9,PROPREITOR ,,0,,,,0,0,Y,169406,110594,65
5770,Bad,PROF247,TIRUNELVELI ,HYUNDAI I10 MAGNA PETROL 2013,500000,304250,10987,36,Y,APPLICANT ,O,50,50,3,PR005,0,200000,5,N,,N,O,0,0,0,0,Y,1,Y,FAMILY ,1,,POSITIVE,N,SEP,5,PROPREITOR,,0,,,,0,0,Y,0,200000,5
5771,Good,PROF227,CALICUT,MARUTI SUZUKI A STAR LXI PETROL 2010,220000,110000,4248,36,Y,APPLICANT,O,21,10,3,PR002,0,41000,1,N,,N,R,0,0,0,6,Y,2,N,APPLICANT BUYING ,,,POSITIVE,N,SAL,1,ACCOUNTANT,,0,,,,0,0,N,25000,16000,27
5772,Good,PROF227,CHENNAI I,CHEVROLET TAVERA NEO 3 LS 10 STR BS IV DIESEL 2012,465000,304250,9027,48,Y,APPLICANT,L,15,2,3,PR002,0,58800,5,N,,N,R,0,0,0,0,N,2,N,APPLICANT PERSONAL USE,1,CHENGALPATTU,POSITIVE,N,SAL,2,SALARIED,,0,,,,0,0,Y,0,58800,15
5773,Good,PROF376,JALANDHAR,MARUTI SUZUKI EECO 5 STR PETROL 2010,170000,120000,4434,36,Y,STAFF,O,8,8,3,PR002,0,40000,14,Y,5,N,O,0,0,0,0,Y,1,N,FUNDS REQUIRED TO PURCHASE PROPOSED ASEET,1,JALANDHAR,POSITIVE,N,SAL,8,PRINCIPAL,,0,,,,0,0,Y,15000,25000,18
5774,Good,PROF252,HUBLI,MARUTI SUZUKI RITZ VDI BS IV DIESEL 2012,350000,304250,11368,36,Y,APPLICANT,O,15,10,3,PR009,65,70000,5,Y,5,N,O,65000,80000,65,0,N,1,N,APPLICANT,1,GULBARGA,POSITIVE,N,AGR,5,OWNER,,0,,,,0,0,Y,25000,45000,25
5775,Good,PROF227,NASIK,HYUNDAI I10 ERA PETROL 2007,210000,172250,8852,24,Y,FATHER OF APPLICANT,O,25,14,3,PR002,0,20000,2,Y,6,N,O,0,0,0,0,N,1,N,SELF,1,DHAKAMBE AND NASIK CITY ,POSITIVE,N,SAL,2,SELF,,0,,,,0,0,Y,0,20000,44
5776,Good,PROF235,UDAIPUR,MAHINDRA THAR DI 2WD DIESEL 2015,400000,354250,13383,36,Y,PROPRIETOR,O,35,35,3,PR005,0,180000,15,Y,5,N,O,0,0,0,5,Y,1,Y,VEHICLE PURCHASE,1,UDAIPUR,POSITIVE,N,SEP,8,PROPRIETOR,,0,,,,0,0,Y,30000,150000,9
5777,Good,PROF255,JALANDHAR,MAHINDRA VERITO 1.5 D4 BS IV DIESEL 2012,325000,260000,7800,48,Y,FATHER,O,30,25,3,PR005,0,15000,15,Y,6,Y,O,20000,0,0,0,Y,1,Y,SELF FOR PERSONAL USE,1,NAWANSHER ,POSITIVE,N,SEP,10,PROP,,0,,,,0,0,Y,0,15000,52
5778,Good,PROF381,COIMBATORE ,MARUTI SUZUKI ALTO LXI BS III PETROL 2011,300000,204250,6434,48,Y,APPLICANT,R,2,6,3,PR003,0,100000,20,N,,N,R,0,0,0,4,Y,2,N,SALE PURCHASE MARUTI ALTO,1,COIMBATORE,POSITIVE,N,SEP,3,DIRECTOR,,0,,,,0,0,Y,20000,80000,8
5779,Good,PROF109,KOLKATA,HYUNDAI EON ERA PETROL 2013,400000,258124,6561,60,Y,SELF,O,41,41,3,PR005,0,30000,5,N,5,N,O,30000,20000,0,0,Y,1,N,APPLICANT,1,KOLKATA,POSITIVE,N,SEP,5,PROP,,0,,,,0,0,Y,10000,20000,33
5780,Bad,PROF358,VARANASI,MAHINDRA SCORPIO VLS 2.2 AT M HAWK DIESEL 2011,500000,404250,14615,36,Y,OWNER,O,30,30,3,PR006,0,40000,2,N,1,N,O,0,0,0,0,N,1,N,TO PURCHASE VEHICLE,1,CHANDAULI,POSITIVE,N,SEP,2,OWNER,,0,,,,0,0,Y,8000,32000,46
5781,Good,PROF389,MYSORE,MARUTI SUZUKI SWIFT VXI PETROL 2007,285000,109250,10051,12,Y,APPLICANT,O,35,3,3,PR006,0,35000,5,N,1,N,O,0,0,0,1,N,1,Y,SELF,1,MANGALORE,POSITIVE,N,SEP,5,SAHARA GIFT CENTER,,0,,,,0,0,Y,5000,30000,34
5782,Good,PROF058,INDORE ,HYUNDAI I20 ASTA 1.2 PETROL 2010,700000,600000,15250,60,Y,PROP,O,10,10,5,PR005,0,15000,10,Y,5,Y,O,15000,0,0,1,N,1,Y,PURCHES VEHICLE ,1,,POSITIVE,N,SEP,10,PROP,,0,,,,0,0,Y,2000,13000,117
5783,Good,PROF282,JAIPUR,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2012,400000,354250,13383,36,Y,SELF,O,35,35,3,PR007,0,36666,25,Y,5,N,O,0,0,0,0,Y,1,N,VEHICLES PURCHASE,1,NANGAL LADI,POSITIVE,N,AGR,25,SELF,,0,,,,0,0,Y,6000,30666,44
5784,Good,PROF252,JALANDHAR,MARUTI SUZUKI SWIFT VDI DIESEL 2012,450000,350000,9042,60,Y,APPLICANT,O,55,4,3,PR007,0,115000,30,N,5,N,O,0,0,0,0,Y,1,N,JASWANT SINGH,1,KAPURTHALA VPO UCHA BET,POSITIVE,N,AGR,30,PROP,,0,,,,0,0,Y,25000,90000,10
5785,Bad,PROF382,GWALIOR ,MARUTI SUZUKI SWIFT ZDI DIESEL 2013,400000,254250,7787,48,Y,OWNER,O,15,15,3,PR006,0,40000,4,Y,5,N,O,0,0,0,0,N,1,Y,PERSONAL USED,1,GWALIOR,POSITIVE,N,SEP,4,OWNER,,0,,,,0,0,Y,14000,26000,30
5786,Bad,PROF109,CHENNAI I,MARUTI SUZUKI ERTIGA VDI DIESEL 2012,560000,520000,13815,60,Y,APPLICANT,O,8,8,3,PR005,0,100000,8,N,,N,R,0,0,0,2,Y,2,N,APPLICANT,1,CHENNAI,POSITIVE,N,SEP,4,PROPREITOR,,0,,,,0,0,Y,0,100000,14
5787,Bad,PROF245,AHMEDABAD,MARUTI SUZUKI EECO 5 STR PETROL 2010,250000,150000,4457,48,Y,SELF,O,30,30,3,PR005,0,25000,5,Y,5,N,R,65000,0,0,0,Y,2,N,SELF,1,DHEGAM,POSITIVE,N,SEP,5,PROP,,0,,,,0,0,Y,3000,22000,20
5788,Good,PROF235,KOLKATA,MAHINDRA SCORPIO REV 116 DIESEL 2011,535000,404250,14450,36,Y,COUSIN BROTHER,O,28,15,3,PR005,12,50000,10,Y,5,Y,O,500000,1500000,10,8,N,1,Y,LOAN AMOUNT WILL BE USE IN BUSINESS . TO INCREASE BUSINESS CAPITAL .,1,RAJARHAT,POSITIVE,N,SEP,10,PROPREITOR,,0,,,,0,0,Y,6000,44000,41
5789,Good,PROF340,JABALPUR ,MAHINDRA BOLERO DI DIESEL 2013,400000,304250,9103,48,Y,SELF,O,34,34,3,PR005,60,45000,12,Y,5,N,R,80000,300000,55,0,Y,2,N,BIZ USE & PAY REST AMOUNT OF VEHICLE,1,REWA,POSITIVE,N,SEP,3,PROP,,0,,,,0,0,Y,8000,37000,25
5790,Good,PROF300,COIMBATORE,HYUNDAI VERNA CRDI 1.6 SX DIESEL 2013,600000,504250,15889,48,Y,SELF ,R,10,2,3,PR004,0,115000,7,Y,1,Y,R,0,0,0,6,N,2,N,APPLICANT ,1,TIRUPUR,POSITIVE,N,SEP,3,PARTNER ,,0,,,,0,0,Y,34250,80750,20
5791,Good,PROF245,CALICUT,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2011,410000,150000,6250,30,Y,APPLICANT ,O,30,30,3,PR004,0,102000,3,N,5,N,R,0,0,0,2,N,1,N,VEHICLE PURCHASE ,1,KALIKAVU,POSITIVE,N,SEP,3,PARTNER ,,0,,,,0,0,Y,25000,77000,8
5792,Good,PROF096,ROWB,MAHINDRA XUV500 W8 DIESEL 2013,1400000,503250,15316,48,Y,APPLICANT,O,38,38,3,PR005,35,105000,10,Y,1,N,O,300000,25000000,35,0,Y,1,Y,APPLICANT ,1,PANDABESWAR,POSITIVE,N,SEP,10,APPLICANT,,0,,,,0,0,Y,65000,40000,38
5793,Bad,PROF247,ALLAHABAD,TOYOTA FORTUNER 3.0 MT 4X2 DIESEL 2011,1600000,1212750,30796,60,Y,SELF,O,41,5,1,PR005,0,100000,17,N,5,N,R,2000000,0,0,9,Y,1,N,"AS APPLICANT IS IN REAL STATE AND BUILDER PROFESSION HENCE HE HAS TO TRAVEL TO HIS REMOTE SITES, PROPOSED VEHICLE IS MORE COMFORTABLE TO HIM FOR TRAVELLING FOR THE PURPOSE OF HIS BUSINESS",1,ALLAHABAD,POSITIVE,N,SEP,17,PROPRIETOR,,0,,,,0,0,Y,42300,57700,62
5794,Bad,PROF252,JABALPUR,MAHINDRA SCORPIO EX DIESEL 2012,600000,404250,10494,60,Y,SELF,O,24,24,3,PR005,70,67000,5,Y,5,Y,O,35000,100000,65,0,Y,1,Y,VEHICLE PURCHASE,1,REWA,POSITIVE,N,SEP,5,SELF EMPLOYED,,0,,,,0,0,Y,8000,59000,18
5795,Good,PROF227,CHENNAI I,MARUTI SUZUKI SWIFT DZIRE VXI PETROL 2012,450000,354250,9152,60,Y,APPLICANT,O,20,9,3,PR002,0,45800,1,N,,N,R,0,0,0,0,N,2,N,APPLICANT PERSONAL USE,1,CHENNAI,POSITIVE,N,SAL,1,SALARIED,,0,,,,0,0,Y,0,45800,20
5796,Good,PROF207,INDORE ,MARUTI SUZUKI ALTO LXI BS IV PETROL 2010,170000,124250,6368,24,Y,SELF,O,28,28,3,PR005,0,40000,12,N,6,N,O,0,0,0,1,Y,1,N,PARSONAL USE,1,LIMBAVASH,POSITIVE,N,SEP,10,PROPREITOR,,0,,,,0,0,Y,6000,34000,19
5797,Good,PROF259,NAGPUR,MARUTI SUZUKI SWIFT VDI DIESEL 2009,350000,244250,7400,48,Y,SELF,O,30,12,3,PR005,0,30000,10,Y,5,N,O,0,0,0,4,Y,1,N,APPLICANT,1,NAGPUR,POSITIVE,N,SEP,10,PROP,,0,,,,0,0,Y,,,NA
5798,Bad,PROF130,ROWB,MARUTI SUZUKI ERTIGA VDI DIESEL 2012,800000,454250,13931,48,Y,PROPRIETOR ,O,30,30,3,PR005,65,25000,15,Y,6,Y,O,40000,50000,40,0,Y,1,Y,PERSONALLY ,1,,POSITIVE,N,SEP,15,PROPRIETOR,,0,,,,0,0,Y,10000,15000,93
5799,Good,PROF207,HUBLI,FORD FIGO 1.4 TDCI DIESEL 2012,350000,304250,9128,48,Y,APPLICANT,O,20,20,3,PR005,0,50000,8,N,5,N,R,0,0,0,1,Y,1,N,APPLICANT,1,BIJAPUR,POSITIVE,N,SEP,8,OWNER,,0,,,,0,0,Y,15000,35000,26
5800,Bad,PROF067,KARIMNAGAR,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2011,450000,404250,13142,48,Y,APPLICANT,O,52,52,3,PR001,0,60000,30,Y,1,N,O,60000,0,0,8,N,1,Y,APPLICANT,1,KARIMNAGAR,POSITIVE,N,SAL,30,HEAD CONSTABLE,,0,,,,0,0,Y,0,60000,22
5801,Bad,PROF252,COIMBATORE ,MARUTI SUZUKI SWIFT ZXI PETROL 2016,600000,504250,15884,48,Y,APPLICANT,O,35,7,3,PR008,0,100000,30,Y,6,Y,O,0,0,0,2,N,1,Y,SALE PURCHASE,1,LOCAL,POSITIVE,N,AGR,10,PROP,,0,,,,0,0,Y,25000,75000,21
5802,Bad,PROF358,ROWB,TATA SUMO GOLD LX BS IV DIESEL 2015,600000,354250,10480,48,Y,SELF,O,25,25,3,PR005,15,30000,5,N,5,N,O,150000,300000,20,0,Y,1,N,PERSONAL USE,1,742101,POSITIVE,N,SEP,5,PROPEITOR,,0,,,,0,0,Y,0,30000,35
5803,Bad,PROF252,KARIMNAGAR,TATA INDICA VISTA VX QUADRAJET DIESEL 2013,400000,374250,11589,48,Y,SELF,O,20,3,3,PR006,0,20000,10,Y,5,N,R,20000,0,0,1,Y,1,N,APPT OWN PURPOSE,1,BELLEMPELLY,POSITIVE,N,SEP,10,PROPRITER,,0,,,,0,0,Y,6000,14000,83
5804,Good,PROF247,VIJAYAWADA,VOLKSWAGEN VENTO HIGHLINE DIESEL 2012,650000,630000,18396,48,Y,APPLICANT,R,0.01,0.01,3,PR004,0,160000,5,Y,5,N,R,0,0,0,6,Y,1,N,PERSONAL,1,GUNTUR,POSITIVE,N,SEP,5,PARTNER,,0,,,,0,0,Y,97700,62300,34
5805,Good,PROF227,JAIPUR,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2014,500000,454250,14007,48,Y,SELF ,O,31,31,3,PR002,0,25000,6,Y,5,N,R,0,0,0,1,Y,2,N,PERSONAL  USE ,1,JAIPUR,POSITIVE,N,SAL,7,SALES MAN,,0,,,,0,0,Y,5000,20000,70
5806,Bad,PROF356,ERNAKULAM,MARUTI SUZUKI SWIFT VDI DIESEL 2011,425000,305000,9445,48,Y,APPLICANT,O,30,50,3,PR005,0,108000,5,Y,5,N,O,0,0,0,1,Y,1,Y,PURCHASE OF VEHICLE,1,POONJAR,POSITIVE,N,SEP,5,INDIVIDUAL,,0,,,,0,0,Y,0,108000,9
5807,Good,PROF117,AHMEDABAD,MARUTI SUZUKI ALTO 800 LXI PETROL 2013,200000,150000,5542,36,Y,APPLICANT,R,15,5,3,PR005,0,30000,7,Y,5,Y,O,0,0,0,1,Y,2,N,PERSONAL,1,AHMEDABAD,POSITIVE,N,SEP,7,PROPRITOR,,0,,,,0,0,Y,0,30000,18
5808,Good,PROF094,INDORE ,MARUTI SUZUKI ERTIGA ZDI DIESEL 2012,650000,590000,14750,60,Y,SELF,O,40,20,3,PR005,0,100000,10,Y,1,Y,R,0,0,0,3,Y,2,N,SELF USE,1,INDORE,POSITIVE,N,SEP,10,PROP,,0,,,,0,0,Y,30000,70000,21
5809,Bad,PROF358,SALEM,MARUTI SUZUKI OMNI 8 SEATER PETROL 2011,200000,134250,5779,30,Y,APPLICANT ,O,38,38,3,PR005,0,60000,25,Y,5,Y,O,90000,250000,0,3,N,1,Y,APPLICANT ,1,VARATANAPALLI,POSITIVE,N,SEP,25,OWNER,,0,,,,0,0,Y,28225,31775,18
5810,Good,PROF277,MYSORE,MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2011,300000,254250,7874,48,Y,COAPPLICANT ,R,3,3,3,PR001,50,60000,5,N,,N,O,60000,0,40,1,Y,2,N,PERSONALLY ,2,CHIKMAGALUR ,POSITIVE,N,SAL,5,CONDUCTOR ,,0,,,,0,0,Y,10000,50000,16
5811,Bad,PROF245,PUNE,MARUTI SUZUKI ZEN ESTILO LXI BS IV PETROL 2009,230000,130000,4831,36,Y,SELF,R,8,2,3,PR005,0,60000,2,Y,5,N,R,0,0,0,3,Y,1,N,PURCHASE OF USE CAR,1,PUNE,POSITIVE,N,SEP,2,PROP,,0,,,,0,0,Y,0,60000,8
5812,Good,PROF311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,Good,PROF312,TRICHY ,MAHINDRA XYLO E4 BS IV DIESEL 2012,900000,354250,10982,48,Y,APPLICANT ,O,25,25,3,PR005,30,50000,5,Y,5,N,R,100000,20000,20,2,Y,2,N,FAMILY  USE AND BUSINESS  USE,1,ALANGUDI,POSITIVE,Y,SEP,5,PROP,,0,,,,0,0,Y,20000,30000,37
5814,Good,PROF383,VIJAYAWADA,TATA INDICA VISTA LS TDI BS III DIESEL 2011,220000,164250,8359,24,Y,APPLICANT,O,20,20,3,PR005,0,48500,3,Y,5,N,R,0,0,0,0,Y,2,N,FOR PURCHASE OF VEHICLE,1,KETHANAKONDA,POSITIVE,N,SEP,3,PROPRIETOR,,0,,,,0,0,Y,25000,23500,36
5815,Bad,PROF235,UDAIPUR,HYUNDAI I20 SPORTZ 1.2 BS IV PETROL 2012,500000,454250,14007,48,Y,PROPREITOR,O,10,6,3,PR005,0,40000,8,Y,5,N,O,0,0,0,0,N,2,Y,VEHICLE PURCHASE,1,UDAIPUR,POSITIVE,N,SEP,8,PROPRIETOR,,0,,,,0,0,Y,10000,30000,47
5816,Good,CP_004,ORISSA,CHEVROLET BEAT LS DIESEL 2013,600000,204250,7461,36,Y,PROPERTOR ,O,25,25,3,PR005,17,35000,2,Y,5,Y,O,200000,800000,11,4,Y,1,Y,GIVEN TO SALLER ,1,BHUBANESWER ,POSITIVE,N,SEP,2,PROPERTOR ,,0,,,,0,0,Y,14000,21000,36
5817,Good,PROF347,MYSORE,TOYOTA INNOVA 2.5 G1 DIESEL 2007,700000,504250,19960,32,Y,APPLICANT ,O,15,10,3,PR006,0,115000,5,Y,5,N,R,50000,0,0,2,Y,2,N,PERSONAL USE ,1,MYSORE ,POSITIVE,N,SEP,5,PROPRIETORSHIP,,0,,,,0,0,Y,40000,75000,27
5818,Bad,PROF130,VIJAYAWADA,TATA SUMO GOLD GX BS III DIESEL 2013,500000,400000,12170,48,Y,APPLICANT,O,35,35,3,PR005,0,100000,20,N,,N,O,0,0,0,10,Y,2,N,VEHICLE,1,VIJAYAWADA,POSITIVE,N,SEP,10,PROPREITOR,,0,,,,0,0,Y,10000,90000,14
5819,Good,PROF207,INDORE,MARUTI SUZUKI ALTO LX PETROL 2009,100000,89250,4575,24,Y,SELF,O,40,15,3,PR005,0,48000,1,Y,6,Y,O,0,0,0,1,Y,1,Y,PAYMENT TO SELLER ,1,DEWAS,POSITIVE,N,SEP,1,PROPRIETOR ,,0,,,,0,0,Y,25452,22548,40
5820,Good,PROF289,VIJAYAWADA,TOYOTA INNOVA 2.5 V 8 STR DIESEL 2012,600000,500000,18285,36,Y,APPLICANT,O,40,40,3,PR005,0,50000,5,N,,Y,R,0,0,0,2,N,2,N,VEHICLE,1,VIJAYAWADA,POSITIVE,N,SEP,5,PROPRIETOR,,0,,,,0,0,Y,,,NA
5821,Good,PROF227,MADURAI,MARUTI SUZUKI SWIFT DZIRE ZDI BS IV DIESEL 2016,750000,700000,17967,60,Y,MOTHER ,O,15,10,3,PR002,0,50000,1,N,5,N,R,0,0,0,5,Y,2,N,OWNED USE,1,MADURAI ,POSITIVE,N,SAL,1,SALES MANAGER,,0,,,,0,0,Y,0,50000,36
5822,Good,PROF383,KARIMNAGAR,MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2012,400000,354250,10970,48,Y,APPLICANT,O,20,20,3,PR006,0,47000,2,Y,6,N,O,0,0,0,1,N,2,N,COMMERCIAL USE,1,SIRICILLA,POSITIVE,N,SEP,2,PROPRIETOR,,0,,,,0,0,Y,5000,42000,26
5823,Good,PROF252,AURANGABAD,TOYOTA INNOVA 2.5 V 8 STR DIESEL 2012,860000,808500,24390,48,Y,SELF,O,35,35,3,PR007,0,8000000,15,Y,5,N,O,0,0,0,0,N,1,N,SELF,1,,POSITIVE,N,AGR,15,FARMER,,0,,,,0,0,Y,0,8000000,0
5824,Good,PROF223,AURANGABAD,RENAULT DUSTER 85 PS RXL DIESEL 2013,650000,364250,10928,48,Y,SELF,O,20,20,3,PR005,0,100000,10,Y,5,Y,R,100000,0,0,2,Y,2,Y,SALE-PURCHASE,1,AURANGABAD,POSITIVE,N,SEP,10,PROPRITER,,0,,,,0,0,Y,25000,75000,29
5825,Good,PROF227,KARIMNAGAR,MARUTI SUZUKI ERTIGA ZDI DIESEL 2013,609175,405000,10294,60,Y,CO APPLICANT,O,15,1,3,PRO20,0,33000,2,Y,5,N,O,0,0,0,1,N,1,Y,PERSONAL AND COMMERCIAL,1,KARIMNAGAR,POSITIVE,N,PEN,2,PENDIONER,,0,,,,0,0,Y,10000,23000,45
5826,Good,PROF235,GWALIOR ,MARUTI SUZUKI ERTIGA VDI DIESEL 2013,450000,304250,9001,48,Y,APPLICANT,O,29,29,3,PR005,0,39000,10,Y,5,Y,O,0,0,0,1,N,2,N,HOUSE RENOVATIONS ,1,RAISEN,POSITIVE,N,SEP,10,OWNER,,0,,,,0,0,Y,8000,31000,29
5827,Good,PROF209,GWALIOR ,MARUTI SUZUKI SWIFT VXI 1.3 PETROL 2009,250000,154250,5142,40,Y,FATHER,O,20,20,3,PR002,0,43989,5,N,5,Y,O,0,0,0,0,Y,1,N,PURCHASES OF VEHICLE ,1,GWALIOR,POSITIVE,N,SAL,5,LAB TECHNICIAN,,0,,,,0,0,Y,24000,19989,60
5828,Bad,PROF235,INDORE,TATA MANZA AQUA QUADRAJET BS III DIESEL 2011,250000,204250,5447,60,Y,PROPERITOR,O,15,4,3,PR005,0,45000,11,Y,5,N,O,0,0,0,1,N,1,Y,FUND USE OF VEHICLE PURCHASE,1,INDORE,POSITIVE,N,SEP,11,PROPERITOR,,0,,,,0,0,Y,15000,30000,18
5829,Good,PROF235,CALICUT,MARUTI SUZUKI SWIFT VDI DIESEL 2009,385000,240000,7176,48,Y,APPLICANT,O,25,20,3,PR004,0,59000,3,Y,5,N,R,0,0,0,3,N,2,N,APPLICANT BUYING 2009 MODEL SWIFT,1,,POSITIVE,N,SEP,3,WORKING PARTNER,,0,,,,0,0,Y,33000,26000,28
5830,Good,PROF207,BANGALORE ,MARUTI SUZUKI EECO 5 STR PETROL 2012,200000,154250,4757,48,Y,APPLICANT,L,34,2.5,3,PR005,0,50000,5,Y,5,N,R,50000,0,0,1,Y,2,N,APPLICANT,1,BANGLORE,POSITIVE,N,SEP,5,PROPREITOR,,0,,,,0,0,Y,20000,30000,16
5831,Bad,PROF311,COIMBATORE ,TATA NANO CX PETROL 2012,160000,60000,2610,30,Y,GUARANTOR,R,15,5,3,PR006,0,4000,5,Y,5,N,R,60000,0,0,1,N,2,N,APPLICANT ,1,SATHYAMANGALAM ,POSITIVE,N,SEP,15,BROTHER,,0,,,,0,0,Y,,,NA
5832,Good,PROF227,MADURAI,MARUTI SUZUKI WAGON R VXI PETROL 2013,400000,350000,10355,48,Y,APPLICANT,O,4,2,3,PR002,0,40000,5,Y,5,N,R,0,0,0,1,Y,2,N,OWN USE,1,,POSITIVE,N,SAL,5,SAFTWARE ENGINEER ,,0,,,,0,0,Y,0,40000,26
5833,Good,PROF299,CHENNAI I,TOYOTA INNOVA 2.5 V 8 STR DIESEL 2010,550000,454250,11955,60,Y,APPLICANT,O,12,1,3,PR005,0,300000,12,Y,5,N,R,0,0,0,4,Y,2,N,APPLICANT,1,CHENNAI,POSITIVE,N,SEP,12,BAKERY OWNER ,,0,,,,0,0,Y,220000,80000,15
5834,Good,PROF204,RAIPUR ,MARUTI SUZUKI SWIFT VXI 1.3 ABS PETROL 2008,200000,124250,6317,24,Y,SONAL KUMAR GUPTA,O,20,10,3,PR003,0,40000,10,N,6,N,O,0,0,0,2,Y,1,N,PERSONNAL USE,1,BHILAI,POSITIVE,N,SEP,10,OWNER,,0,,,,0,0,Y,10000,30000,21
5835,Good,PROF245,HYDERABAD ,CHEVROLET BEAT LS DIESEL 2011,300000,265000,9879,36,Y,PATNER,O,10,3,3,PR004,0,51000,8,N,5,N,O,0,0,0,0,N,1,Y,PERSONAL USE,1,HYDERABAD ,POSITIVE,N,SEP,3,PARTNER,,0,,,,0,0,Y,18000,33000,30
